fullname,first_name,last_name,username,gender,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
Miles Cockshot,Miles,Cockshot,mcockshotkv,Male,16,0,4,16,0,0,0,0,0
Cullie Letterese,Cullie,Letterese,clettereseen,Male,328,1094,235,274,51,1,2,0,0
Julee Dermot,Julee,Dermot,jdermot31,Female,230,1562,322,140,90,0,0,0,0
Eal Rushton,Eal,Rushton,erushtonar,Male,97,81,16,84,13,0,0,0,0
Lotta Cleal,Lotta,Cleal,lclealp8,Female,2,0,0,2,0,0,0,0,0
Teddy McAlees,Teddy,McAlees,tmcaleesjn,Male,17,0,0,17,0,0,0,0,0
Wylie Crisp,Wylie,Crisp,wcrispkw,Male,121,442,104,73,48,0,0,0,0
Dorris McGebenay,Dorris,McGebenay,dmcgebenaypp,Female,38,4,0,37,0,0,1,0,0
Donnajean Arlott,Donnajean,Arlott,darlottf4,Female,68,3,3,63,3,0,2,0,0
Hunfredo Crowcombe,Hunfredo,Crowcombe,hcrowcombe7k,Male,173,477,204,101,68,0,2,0,2
Sigfried Corish,Sigfried,Corish,scorish69,Male,300,965,72,234,64,0,2,0,0
Francyne Andrus,Francyne,Andrus,fandrus45,Female,3,0,0,3,0,0,0,0,0
Tucky Chilcott,Tucky,Chilcott,tchilcott6l,Male,3,0,0,3,0,0,0,0,0
Giffer Tiery,Giffer,Tiery,gtiery1e,Male,2,0,0,2,0,0,0,0,0
Norine Doddemeede,Norine,Doddemeede,ndoddemeedehm,Female,278,860,56,230,44,3,0,1,0
Adda Gumbrell,Adda,Gumbrell,agumbrell1i,Female,417,6,0,417,0,0,0,0,0
Marlane Ginnell,Marlane,Ginnell,mginnell7x,Female,63,0,15,63,0,0,0,0,0
Archie Bechley,Archie,Bechley,abechleypr,Male,2,0,0,2,0,0,0,0,0
Rab McGillacoell,Rab,McGillacoell,rmcgillacoello8,Male,225,210,34,193,30,0,2,0,0
Guenna Sergeaunt,Guenna,Sergeaunt,gsergeauntow,Female,170,657,56,129,41,0,0,0,0
Annabal Noon,Annabal,Noon,anoonb4,Female,227,11,7,227,0,0,0,0,0
Zack Brealey,Zack,Brealey,zbrealeyn6,Male,418,1489,281,337,80,0,0,0,1
Kariotta Conquest,Kariotta,Conquest,kconquestlh,Female,255,505,187,168,80,5,1,0,1
Romeo Cowherd,Romeo,Cowherd,rcowherdhh,Male,302,186,3,244,50,2,4,1,1
Samara Oldknow,Samara,Oldknow,soldknowp8,Female,18,0,0,18,0,0,0,0,0
Norby Andriesse,Norby,Andriesse,nandriesseku,Male,545,4741,482,455,81,1,5,2,1
Urbanus Eames,Urbanus,Eames,ueames8z,Male,113,2,1,113,0,0,0,0,0
Darcy Greschke,Darcy,Greschke,dgreschkeif,Female,267,9,0,267,0,0,0,0,0
Annalise Dubique,Annalise,Dubique,adubiquelf,Female,1741,2257,2139,1155,504,69,11,2,0
Phelia Davidovits,Phelia,Davidovits,pdavidovits4h,Female,1,0,0,1,0,0,0,0,0
Lynda Benton,Lynda,Benton,lbenton9b,Female,1405,1156,607,1041,237,114,9,3,1
Alfonse Withringten,Alfonse,Withringten,awithringten29,Male,984,5166,690,768,200,4,11,0,1
Dalston Tolcher,Dalston,Tolcher,dtolcherg1,Male,165,9,0,165,0,0,0,0,0
Bili Haliburn,Bili,Haliburn,bhaliburnpj,Female,157,413,200,102,53,0,0,2,0
Daryle Bilby,Daryle,Bilby,dbilby1u,Male,507,15,0,507,0,0,0,0,0
Corrinne Corkish,Corrinne,Corkish,ccorkishkt,Female,181,506,211,124,52,2,2,1,0
Bethina Longrigg,Bethina,Longrigg,blongriggk9,Female,1386,1440,410,1017,349,6,9,1,4
Kyle Salzberger,Kyle,Salzberger,ksalzbergerhl,Male,1982,12,1,1982,0,0,0,0,0
Gage Cerie,Gage,Cerie,gcerie4q,Male,60,0,0,60,0,0,0,0,0
Kayne Phillcock,Kayne,Phillcock,kphillcockos,Male,3,1,0,3,0,0,0,0,0
Ryley Attwill,Ryley,Attwill,rattwillar,Male,239,404,190,197,40,0,1,0,1
Winnie Dukes,Winnie,Dukes,wdukes92,Female,144,45,4,120,14,9,1,0,0
Anastassia Pizzey,Anastassia,Pizzey,apizzey3g,Female,192,1949,321,89,99,1,3,0,0
Tessy Tonks,Tessy,Tonks,ttonksos,Female,1,0,0,1,0,0,0,0,0
Dulciana Wettern,Dulciana,Wettern,dwettern4i,Female,116,337,109,78,37,0,0,1,0
Lenard Doogan,Lenard,Doogan,ldooganl8,Male,2,0,0,2,0,0,0,0,0
Davey Englefield,Davey,Englefield,denglefieldo3,Male,7,1,0,7,0,0,0,0,0
Eveline Jachimak,Eveline,Jachimak,ejachimak2v,Female,12,0,14,12,0,0,0,0,0
Anita Stanbra,Anita,Stanbra,astanbra5l,Female,156,1970,292,103,40,3,8,1,1
Paolina Rosel,Paolina,Rosel,prosel4k,Female,8,0,0,8,0,0,0,0,0
Stearne Carren,Stearne,Carren,scarren7x,Male,3,0,0,3,0,0,0,0,0
Hayley Wahner,Hayley,Wahner,hwahner5r,Female,1970,2903,3424,1330,482,138,13,5,2
Ginelle Shaudfurth,Ginelle,Shaudfurth,gshaudfurthrg,Female,1493,1979,753,1333,139,9,3,8,1
Goldia Harral,Goldia,Harral,gharraloy,Female,182,338,196,110,68,3,1,0,0
Antonius Button,Antonius,Button,abuttong7,Male,169,4,0,169,0,0,0,0,0
Claiborn Pasfield,Claiborn,Pasfield,cpasfield4,Male,122,287,116,80,40,0,1,1,0
Francis Compston,Francis,Compston,fcompstonew,Male,1,0,0,1,0,0,0,0,0
Rice Dyson,Rice,Dyson,rdysoneq,Male,6,0,0,5,1,0,0,0,0
Kori Wylie,Kori,Wylie,kwyliegw,Female,12,0,8,12,0,0,0,0,0
Roxi Dwelley,Roxi,Dwelley,rdwelley5w,Female,295,1357,474,235,56,0,2,2,0
Jyoti Grattan,Jyoti,Grattan,jgrattan4u,Female,19,82,4,18,1,0,0,0,0
Seline Ruffey,Seline,Ruffey,sruffey26,Female,54,0,7,54,0,0,0,0,0
Ulick Gannicott,Ulick,Gannicott,ugannicottef,Male,196,466,166,128,65,0,1,1,1
Cathrine Corradengo,Cathrine,Corradengo,ccorradengo1e,Female,1714,36,9,1714,0,0,0,0,0
Yard Temby,Yard,Temby,ytemby7x,Male,397,998,274,295,94,4,4,0,0
Andre Schwandermann,Andre,Schwandermann,aschwandermannfz,Male,7,0,0,7,0,0,0,0,0
Evin Annandale,Evin,Annandale,eannandale3s,Male,145,326,148,81,59,2,3,0,0
Johanna Stoakes,Johanna,Stoakes,jstoakes28,Female,446,4963,275,384,46,3,9,2,2
Monah Rossborough,Monah,Rossborough,mrossboroughkd,Female,360,1543,128,315,35,6,4,0,0
Adrian Rutherfoord,Adrian,Rutherfoord,arutherfoord3p,Female,1307,1250,747,1001,293,3,5,3,2
Ario Compston,Ario,Compston,acompston4i,Male,958,1249,335,855,97,3,2,1,0
Ruy Winspeare,Ruy,Winspeare,rwinspeare86,Male,425,1377,186,360,62,0,2,1,0
Philippe Eadington,Philippe,Eadington,peadington3h,Female,309,444,36,254,42,2,8,3,0
Breena Taleworth,Breena,Taleworth,btaleworthjs,Female,47,0,1,47,0,0,0,0,0
Friedrick Ghirigori,Friedrick,Ghirigori,fghirigorifg,Male,218,469,182,130,85,0,1,1,1
Ervin McEachern,Ervin,McEachern,emceachern3b,Male,242,1153,303,180,58,2,1,0,1
Gwennie Girardengo,Gwennie,Girardengo,ggirardengofh,Female,103,116,356,87,13,2,1,0,0
Lenka Kubas,Lenka,Kubas,lkubas37,Female,1,0,0,1,0,0,0,0,0
Celine Matteacci,Celine,Matteacci,cmatteaccil7,Female,1,0,0,1,0,0,0,0,0
Genia Bartolomieu,Genia,Bartolomieu,gbartolomieuhw,Female,79,8,0,79,0,0,0,0,0
Lisbeth Fleckno,Lisbeth,Fleckno,lfleckno9v,Female,109,6,3,109,0,0,0,0,0
Gustaf Godsmark,Gustaf,Godsmark,ggodsmarkcx,Male,2186,14,11,2186,0,0,0,0,0
Sancho Mogra,Sancho,Mogra,smografn,Male,6,0,2,6,0,0,0,0,0
Emlyn Shoosmith,Emlyn,Shoosmith,eshoosmithqo,Female,131,39,1,130,1,0,0,0,0
Nolan Nutt,Nolan,Nutt,nnutt5y,Male,2,0,0,2,0,0,0,0,0
Mady Harte,Mady,Harte,mharte6g,Female,135,14,0,135,0,0,0,0,0
Bibbye Richardson,Bibbye,Richardson,brichardsonk2,Female,2,0,0,2,0,0,0,0,0
Sloan Keynes,Sloan,Keynes,skeynes27,Male,64,100,68,57,7,0,0,0,0
Rona Bibey,Rona,Bibey,rbibey46,Female,416,5352,580,204,194,3,13,1,1
Christyna Convery,Christyna,Convery,cconveryw,Female,1,0,0,1,0,0,0,0,0
Fonsie Barthropp,Fonsie,Barthropp,fbarthropp42,Male,300,860,274,259,35,2,4,0,0
Javier Dunnet,Javier,Dunnet,jdunnet8d,Male,1,0,0,1,0,0,0,0,0
Callida Mansuer,Callida,Mansuer,cmansuera8,Female,874,1099,541,657,120,90,4,2,1
Conroy Freebury,Conroy,Freebury,cfreeburyrj,Male,42,40,30,37,5,0,0,0,0
Dean Pritty,Dean,Pritty,dprittya5,Male,13,0,0,13,0,0,0,0,0
Babara Hallan,Babara,Hallan,bhallan2f,Female,3,0,0,3,0,0,0,0,0
Nalani Pinke,Nalani,Pinke,npinkenj,Female,22,11,1,20,1,1,0,0,0
Myrtice Petry,Myrtice,Petry,mpetry61,Female,157,9,3,157,0,0,0,0,0
Stafford Saunderson,Stafford,Saunderson,ssaundersonk0,Male,47,0,0,47,0,0,0,0,0
Ahmed MacIllrick,Ahmed,MacIllrick,amacillrickx,Male,83,1,0,83,0,0,0,0,0
Winfred Ziemecki,Winfred,Ziemecki,wziemeckie1,Male,392,1972,312,214,168,3,4,2,1
Shelby Dorey,Shelby,Dorey,sdorey2c,Female,345,1019,162,237,105,0,2,1,0
Thea Gitsham,Thea,Gitsham,tgitsham1p,Female,264,1487,279,167,95,1,1,0,0
Nicolai Weaving,Nicolai,Weaving,nweavinggq,Male,5,0,0,5,0,0,0,0,0
Krishna Huntriss,Krishna,Huntriss,khuntrisse9,Male,382,5779,324,307,50,6,15,1,3
Jaquelin Kennerknecht,Jaquelin,Kennerknecht,jkennerknechtig,Female,245,351,41,194,42,0,3,5,1
Teresita Gladdolph,Teresita,Gladdolph,tgladdolphnu,Female,1309,1267,413,1006,100,200,3,0,0
Ward Munford,Ward,Munford,wmunforde2,Male,1732,1950,747,1120,409,177,22,1,3
Fran Winwood,Fran,Winwood,fwinwoodrb,Male,54,0,0,54,0,0,0,0,0
Wallas Cuffin,Wallas,Cuffin,wcuffinkj,Male,340,11,0,340,0,0,0,0,0
Early Tees,Early,Tees,eteesc4,Male,2,0,0,2,0,0,0,0,0
Felicle Reckus,Felicle,Reckus,freckuske,Female,189,329,144,111,77,0,1,0,0
Gareth Lafford,Gareth,Lafford,glaffordlv,Male,1380,1330,506,1156,206,4,6,3,5
Ibrahim Kleinber,Ibrahim,Kleinber,ikleinber5w,Male,4,0,1,4,0,0,0,0,0
Eve Mosey,Eve,Mosey,emoseyhq,Female,187,544,142,124,55,2,5,0,1
Claire Barbara,Claire,Barbara,cbarbara2m,Female,0,0,0,0,0,0,0,0,0
Kristen Jemmett,Kristen,Jemmett,kjemmetto6,Female,162,418,163,108,49,1,4,0,0
Ophelia Daskiewicz,Ophelia,Daskiewicz,odaskiewiczhk,Female,607,5757,289,514,66,7,16,4,0
Odele Large,Odele,Large,olargen4,Female,1909,1566,607,1645,239,10,13,1,1
Bartholomew Fellini,Bartholomew,Fellini,bfelliniab,Male,158,234,92,108,48,0,2,0,0
Aleece Chalfain,Aleece,Chalfain,achalfainmv,Female,272,339,158,156,112,3,1,0,0
Clayton Veldstra,Clayton,Veldstra,cveldstra4y,Male,1,0,0,1,0,0,0,0,0
Sophronia Carnduff,Sophronia,Carnduff,scarnduff26,Female,94,1,1,94,0,0,0,0,0
Harriot Pleasaunce,Harriot,Pleasaunce,hpleasaunceag,Female,211,677,23,172,38,0,1,0,0
Charlie Moulster,Charlie,Moulster,cmoulster1v,Male,160,4097,382,133,20,2,4,1,0
Tammy Sighard,Tammy,Sighard,tsighardkq,Male,293,2762,229,215,74,1,2,0,1
Denny Mooney,Denny,Mooney,dmooney21,Male,224,2792,113,191,21,6,4,1,1
Hillery Lithgow,Hillery,Lithgow,hlithgow52,Male,256,2979,434,195,50,2,9,0,0
Ceciley Caltun,Ceciley,Caltun,ccaltun69,Female,386,1912,394,246,137,1,2,0,0
Ernestine Caughtry,Ernestine,Caughtry,ecaughtryl2,Female,0,0,0,0,0,0,0,0,0
Goober Dillingston,Goober,Dillingston,gdillingstonk6,Male,185,996,232,111,74,0,0,0,0
Kipper Merlin,Kipper,Merlin,kmerlinrq,Male,1892,4,1,1892,0,0,0,0,0
Britte Hudel,Britte,Hudel,bhudel2n,Female,107,5,5,107,0,0,0,0,0
Clair Boydon,Clair,Boydon,cboydonkk,Female,229,695,251,134,87,1,7,0,0
Tomasine Ablett,Tomasine,Ablett,tablettg,Female,139,2609,154,108,17,4,2,7,1
Kore Burkhill,Kore,Burkhill,kburkhilleg,Female,1397,771,695,765,485,139,4,1,3
Evita Ambrosch,Evita,Ambrosch,eambroschac,Female,233,1039,280,161,70,0,1,1,0
Athena McDarmid,Athena,McDarmid,amcdarmid4n,Female,2,0,0,2,0,0,0,0,0
Brockie Tewkesberry,Brockie,Tewkesberry,btewkesberryf8,Male,279,10,0,279,0,0,0,0,0
Bianca Hazard,Bianca,Hazard,bhazarde7,Female,48,1,0,45,2,1,0,0,0
Mattias Lain,Mattias,Lain,mlain5a,Male,183,543,233,116,67,0,0,0,0
Blanch Skirrow,Blanch,Skirrow,bskirrowc4,Female,331,1082,522,238,90,1,2,0,0
Ariella Dressel,Ariella,Dressel,adressel8j,Female,144,238,113,120,23,1,0,0,0
Izzy Yoxall,Izzy,Yoxall,iyoxallcq,Male,156,7,0,156,0,0,0,0,0
Ingmar Kestin,Ingmar,Kestin,ikestinpg,Male,45,2,0,45,0,0,0,0,0
Corabelle Arnson,Corabelle,Arnson,carnsonk7,Female,2,0,0,2,0,0,0,0,0
Lib Slixby,Lib,Slixby,lslixbyjj,Female,78,13,0,78,0,0,0,0,0
Godfree Fishly,Godfree,Fishly,gfishlynu,Male,199,6,1,199,0,0,0,0,0
Minnie Renak,Minnie,Renak,mrenakkk,Female,166,287,153,91,75,0,0,0,0
Errick Seathwright,Errick,Seathwright,eseathwright7g,Male,258,1008,261,149,108,1,0,0,0
Miner Layburn,Miner,Layburn,mlayburn4j,Male,271,3,1,271,0,0,0,0,0
Tomkin Kille,Tomkin,Kille,tkille85,Male,126,266,72,77,48,0,1,0,0
Taite Burnham,Taite,Burnham,tburnhamjc,Male,173,360,156,107,61,1,2,0,2
Felix Bunclark,Felix,Bunclark,fbunclark8u,Male,180,3367,132,157,17,3,3,0,0
Hollie Ousby,Hollie,Ousby,housbygf,Female,247,606,26,191,54,0,1,0,1
Gayle Jendrys,Gayle,Jendrys,gjendrys4r,Female,148,952,198,122,25,0,0,1,0
Heidie Bony,Heidie,Bony,hbonyc6,Female,8,0,0,8,0,0,0,0,0
Zachariah McMylor,Zachariah,McMylor,zmcmylork4,Male,4,0,0,4,0,0,0,0,0
Cindee Lacey,Cindee,Lacey,clacey75,Female,282,524,38,247,34,0,1,0,0
Alvy Abrashkov,Alvy,Abrashkov,aabrashkovbx,Male,1554,2185,1122,1206,329,9,5,3,2
Vick Jackett,Vick,Jackett,vjackett3j,Male,2,0,0,2,0,0,0,0,0
Scottie Clapperton,Scottie,Clapperton,sclappertonq0,Male,1,0,0,1,0,0,0,0,0
Imogene Carn,Imogene,Carn,icarnl,Female,2,0,0,2,0,0,0,0,0
Lyn Barhems,Lyn,Barhems,lbarhemslg,Female,387,3221,242,299,83,2,2,1,0
Fredek Harbar,Fredek,Harbar,fharbarnl,Male,187,415,264,114,70,1,2,0,0
Kriste Learmonth,Kriste,Learmonth,klearmonth5m,Female,3,0,0,3,0,0,0,0,0
Batholomew Klais,Batholomew,Klais,bklaison,Male,473,9,9,473,0,0,0,0,0
John Esche,John,Esche,jeschem,Male,44,9,4,44,0,0,0,0,0
Berton Glazyer,Berton,Glazyer,bglazyergx,Male,328,662,62,222,104,0,1,1,0
Ilysa Ilden,Ilysa,Ilden,iildenby,Female,292,579,176,241,48,0,3,0,0
Neils Ladel,Neils,Ladel,nladelb,Male,5,0,0,5,0,0,0,0,0
Marve Beagin,Marve,Beagin,mbeagin3s,Male,185,40,2,171,12,2,0,0,0
Elliott Dibdale,Elliott,Dibdale,edibdalepz,Male,179,495,144,162,14,1,0,1,1
Isabel Livock,Isabel,Livock,ilivockz,Female,714,46,5,714,0,0,0,0,0
Prisca Jordanson,Prisca,Jordanson,pjordansonmx,Female,209,553,152,177,30,0,0,1,1
Curt Bahlmann,Curt,Bahlmann,cbahlmann3g,Male,111,4,0,105,6,0,0,0,0
Shina Burghill,Shina,Burghill,sburghillcz,Female,182,353,126,125,50,2,4,0,1
Jewelle Pendrich,Jewelle,Pendrich,jpendrichc2,Female,56,0,6,54,2,0,0,0,0
Benni Saintpierre,Benni,Saintpierre,bsaintpierrequ,Female,113,2,13,113,0,0,0,0,0
Loree Smallpeice,Loree,Smallpeice,lsmallpeice70,Female,175,157,14,157,18,0,0,0,0
Albie Sabate,Albie,Sabate,asabate35,Male,308,5,0,308,0,0,0,0,0
Kimmie Targe,Kimmie,Targe,ktarge5m,Female,7,0,0,7,0,0,0,0,0
Silvan Naton,Silvan,Naton,snaton1e,Male,0,0,0,0,0,0,0,0,0
Emmalyn Eitter,Emmalyn,Eitter,eeittergp,Female,2033,11,12,2033,0,0,0,0,0
Verge Budcock,Verge,Budcock,vbudcock8k,Male,253,1410,261,165,79,3,2,3,1
Elisabetta Persence,Elisabetta,Persence,epersenceqf,Female,3,0,0,3,0,0,0,0,0
Maggy Standall,Maggy,Standall,mstandalli8,Female,119,8,2,113,5,1,0,0,0
Blanche Yannikov,Blanche,Yannikov,byannikovfp,Female,170,793,194,120,43,2,5,0,0
Rab Alasdair,Rab,Alasdair,ralasdair3g,Male,184,130,51,161,23,0,0,0,0
Coleman Readhead,Coleman,Readhead,creadhead57,Male,100,701,15,79,14,2,2,3,0
Isac Paler,Isac,Paler,ipaleret,Male,3,0,0,3,0,0,0,0,0
Audra Outram,Audra,Outram,aoutram8c,Female,152,5,0,152,0,0,0,0,0
Fleur Ginger,Fleur,Ginger,fginger38,Female,217,885,248,134,78,2,3,0,0
Bealle Soall,Bealle,Soall,bsoallqh,Male,2,0,0,2,0,0,0,0,0
Hilly Kellert,Hilly,Kellert,hkellert6u,Male,35,0,0,35,0,0,0,0,0
Iona Demaine,Iona,Demaine,idemaine7e,Female,75,36,14,70,5,0,0,0,0
Stefania Dinsdale,Stefania,Dinsdale,sdinsdalep3,Female,7,0,0,7,0,0,0,0,0
Orly Dugdale,Orly,Dugdale,odugdaleqw,Female,1,0,0,1,0,0,0,0,0
Dillon Coalbran,Dillon,Coalbran,dcoalbranmc,Male,1798,1650,635,1467,283,39,6,3,0
Jakob Saiger,Jakob,Saiger,jsaigerdv,Male,2046,1626,489,1766,247,18,9,0,6
Lonnie De Santos,Lonnie,De Santos,ldeni,Male,412,1680,553,255,153,2,2,0,0
Woodman Spurden,Woodman,Spurden,wspurden1x,Male,1,0,0,1,0,0,0,0,0
Arlene Norheny,Arlene,Norheny,anorheny3z,Female,4,0,0,4,0,0,0,0,0
Fifine Darville,Fifine,Darville,fdarville21,Female,136,44,1,131,3,1,1,0,0
Anthony Stook,Anthony,Stook,astookdh,Male,247,3529,163,217,17,1,8,4,0
Ricky Sunshine,Ricky,Sunshine,rsunshine9s,Female,263,353,198,209,52,1,1,0,0
Janie Collingwood,Janie,Collingwood,jcollingwoodpo,Female,624,12003,856,516,94,4,8,2,0
Keene Clandillon,Keene,Clandillon,kclandillonq0,Male,330,2409,397,207,118,0,5,0,0
Oliviero Kindread,Oliviero,Kindread,okindread6r,Male,99,0,11,98,1,0,0,0,0
Philbert Ferreira,Philbert,Ferreira,pferreira6u,Male,101,1753,227,83,15,1,2,0,0
Torrie Lambden,Torrie,Lambden,tlambdena3,Female,50,0,5,49,1,0,0,0,0
Herman Colls,Herman,Colls,hcollso1,Male,325,0,38,320,2,2,1,0,0
Dix Folland,Dix,Folland,dfollandmv,Female,226,449,37,189,25,1,1,10,0
Nathan Davis,Nathan,Davis,ndavisff,Male,43,4,12,41,1,1,0,0,0
Daisy Gilbee,Daisy,Gilbee,dgilbee79,Female,226,524,133,117,106,2,0,0,1
Klarrisa Gillicuddy,Klarrisa,Gillicuddy,kgillicuddynt,Female,562,0,0,562,0,0,0,0,0
Bradley Godsil,Bradley,Godsil,bgodsil2r,Male,138,25,2,125,11,2,0,0,0
Dilly Winsley,Dilly,Winsley,dwinsleyll,Male,8,0,0,8,0,0,0,0,0
Irvine Acory,Irvine,Acory,iacoryf4,Male,55,0,13,55,0,0,0,0,0
Eduard Sanday,Eduard,Sanday,esanday93,Male,2217,3,7,2217,0,0,0,0,0
Neala Yegorovnin,Neala,Yegorovnin,nyegorovninoi,Female,408,3994,560,336,64,0,6,1,1
Manfred Drysdale,Manfred,Drysdale,mdrysdaleaz,Male,47,39,8,43,4,0,0,0,0
Rafferty Nuschke,Rafferty,Nuschke,rnuschkeiq,Male,214,462,167,143,69,0,0,2,0
Ursa Leech,Ursa,Leech,uleechho,Female,1910,7,0,1910,0,0,0,0,0
Bald Christon,Bald,Christon,bchriston33,Male,5,0,0,5,0,0,0,0,0
Else Rosewarne,Else,Rosewarne,erosewarnedw,Female,272,0,29,271,1,0,0,0,0
Wilma Newlan,Wilma,Newlan,wnewlanbf,Female,174,512,201,83,88,1,2,0,0
Fulton McReynold,Fulton,McReynold,fmcreynoldf3,Male,114,938,59,86,27,1,0,0,0
Felicity Limeburner,Felicity,Limeburner,flimeburner7f,Female,211,4487,135,186,22,1,0,1,1
Ninnette Chipchase,Ninnette,Chipchase,nchipchase9e,Female,653,19,3,653,0,0,0,0,0
Anitra Greguol,Anitra,Greguol,agreguoliw,Female,238,4,0,238,0,0,0,0,0
Krista Talby,Krista,Talby,ktalbyhr,Female,237,338,310,186,43,1,5,0,2
Dee dee Truman,Dee dee,Truman,ddee3c,Female,165,413,227,107,52,2,4,0,0
Kathie Jeppe,Kathie,Jeppe,kjeppefh,Female,352,1828,93,256,91,1,3,0,1
Pen Livens,Pen,Livens,plivensl9,Male,2,0,0,2,0,0,0,0,0
Burg Iwanowicz,Burg,Iwanowicz,biwanowicz67,Male,269,783,357,146,117,1,3,1,1
Debra Nussgen,Debra,Nussgen,dnussgenga,Female,227,473,154,148,74,2,2,0,1
Hadria Mazzey,Hadria,Mazzey,hmazzey12,Female,4,0,0,3,1,0,0,0,0
Olivier Cappleman,Olivier,Cappleman,ocapplemanpi,Male,10,0,0,10,0,0,0,0,0
Miran Bendare,Miran,Bendare,mbendare1w,Female,685,10,2,685,0,0,0,0,0
Izaak Jandac,Izaak,Jandac,ijandac8r,Male,171,46,5,156,12,2,1,0,0
Kahaleel Dodds,Kahaleel,Dodds,kdoddsfe,Male,446,6148,120,352,80,7,5,0,2
Christoper Stamps,Christoper,Stamps,cstampsja,Male,132,332,56,101,31,0,0,0,0
Malanie Burless,Malanie,Burless,mburlessdi,Female,36,5,0,34,2,0,0,0,0
Chere Daniello,Chere,Daniello,cdaniello5m,Female,718,20,0,718,0,0,0,0,0
Perceval Bernakiewicz,Perceval,Bernakiewicz,pbernakiewicz49,Male,1174,1473,404,931,236,3,1,1,2
Zena Kalkofen,Zena,Kalkofen,zkalkofen3c,Female,636,3014,268,398,225,0,10,2,1
Aubrette Strelitzki,Aubrette,Strelitzki,astrelitzkig5,Female,2,0,0,2,0,0,0,0,0
Lucie Kennally,Lucie,Kennally,lkennallyk,Female,247,810,224,207,38,1,1,0,0
Sky O'Dowgaine,Sky,O'Dowgaine,sodowgainei5,Male,136,319,226,98,34,0,4,0,0
Blancha Dinzey,Blancha,Dinzey,bdinzeyw,Female,596,17,1,596,0,0,0,0,0
Rachele Reddington,Rachele,Reddington,rreddington3h,Female,375,15,1,375,0,0,0,0,0
Irita Hayle,Irita,Hayle,ihaylelb,Female,112,1540,90,100,10,0,1,1,0
Lorant Cona,Lorant,Cona,lconaof,Male,89,9,0,88,1,0,0,0,0
Giles Kubat,Giles,Kubat,gkubat2h,Male,2,0,0,2,0,0,0,0,0
Munmro Shrive,Munmro,Shrive,mshrivemi,Male,222,1711,463,163,56,1,2,0,0
Lemmy Kochl,Lemmy,Kochl,lkochlah,Male,3,0,0,3,0,0,0,0,0
Cesar Spurriar,Cesar,Spurriar,cspurriarx,Male,0,0,0,0,0,0,0,0,0
Randell Stutte,Randell,Stutte,rstuttegk,Male,15,0,0,15,0,0,0,0,0
Dulcia Maytom,Dulcia,Maytom,dmaytomh6,Female,256,103,16,205,47,1,2,0,1
Kissee Stuck,Kissee,Stuck,kstuck7f,Female,432,5,0,432,0,0,0,0,0
Teri Hanscom,Teri,Hanscom,thanscom5o,Female,5,1,0,5,0,0,0,0,0
Denni Hathway,Denni,Hathway,dhathwayqr,Female,240,764,283,149,90,1,0,0,0
Edwin MacPhee,Edwin,MacPhee,emacpheeh2,Male,16,3,0,15,1,0,0,0,0
Phillis Tallman,Phillis,Tallman,ptallmanj5,Female,173,16,0,156,17,0,0,0,0
Lynn Hainey,Lynn,Hainey,lhaineyqs,Female,0,0,0,0,0,0,0,0,0
Kiele Orr,Kiele,Orr,korrhw,Female,351,5,2,351,0,0,0,0,0
Georgia Edson,Georgia,Edson,gedson5j,Female,231,939,117,191,38,0,0,2,0
Enos Bakster,Enos,Bakster,ebaksterbg,Male,1,0,0,1,0,0,0,0,0
Fraser Sasser,Fraser,Sasser,fsasser54,Male,1,0,0,1,0,0,0,0,0
Cosette Thorburn,Cosette,Thorburn,cthorburnc3,Female,223,3,1,223,0,0,0,0,0
Addie Patshull,Addie,Patshull,apatshull6a,Female,182,356,229,109,72,0,1,0,0
Annemarie Tarbin,Annemarie,Tarbin,atarbincj,Female,204,1200,307,162,39,1,2,0,0
Liam Flaxon,Liam,Flaxon,lflaxon44,Male,23,0,1,23,0,0,0,0,0
Gillie Corona,Gillie,Corona,gcoronaky,Female,0,0,0,0,0,0,0,0,0
Celine Cure,Celine,Cure,ccure9,Female,7,0,0,7,0,0,0,0,0
Christoper Peplay,Christoper,Peplay,cpeplay7m,Male,2252,0,1,2252,0,0,0,0,0
Sophia Northin,Sophia,Northin,snorthin2t,Female,241,383,257,106,135,0,0,0,0
Rosy Zamora,Rosy,Zamora,rzamora9d,Female,4,0,0,3,1,0,0,0,0
Saundra Martell,Saundra,Martell,smartellm4,Female,1429,34,14,1429,0,0,0,0,0
Roscoe Place,Roscoe,Place,rplaceqp,Male,4,0,1,4,0,0,0,0,0
Cornell Collingworth,Cornell,Collingworth,ccollingworth23,Male,2,0,0,1,1,0,0,0,0
Evangelia Hatrey,Evangelia,Hatrey,ehatreyjk,Female,202,323,166,132,67,0,3,0,0
Aidan Shawcroft,Aidan,Shawcroft,ashawcroftjr,Female,2,0,0,2,0,0,0,0,0
Reggie Slegg,Reggie,Slegg,rsleggfj,Female,110,369,159,73,33,2,2,0,0
Jo-ann Dale,Jo-ann,Dale,jdaleid,Female,142,1348,70,125,13,0,3,1,0
Rory Jeffrey,Rory,Jeffrey,rjeffrey9l,Female,22,0,2,22,0,0,0,0,0
Ki McEneny,Ki,McEneny,kmcenenydl,Female,214,530,209,141,65,4,3,0,1
